"No.","Time","Source","Destination","Protocol","Length","Info"
"1381","18.100773","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1382","18.120132","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1383","18.128518","204.79.197.200","10.0.18.164","TCP","1514","[TCP Retransmission] 443  >  9605 [ACK] Seq=374772 Ack=1 Win=16385 Len=1460"
"1384","18.128642","10.0.18.164","204.79.197.200","TCP","74","[TCP Dup ACK 1366#2] 9605  >  443 [ACK] Seq=1 Ack=366012 Win=55 Len=0 SLE=371852 SRE=377692 SLE=368932 SRE=370392"
"1385","18.158380","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1386","18.180452","10.0.18.164","74.125.12.169","UDP","78","65459  >  443 Len=36"
"1387","18.187207","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1388","18.200908","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1389","18.211455","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1390","18.237729","204.79.197.200","10.0.18.164","TCP","1514","[TCP Retransmission] 443  >  9605 [ACK] Seq=366012 Ack=1 Win=16385 Len=1460"
"1391","18.237823","10.0.18.164","204.79.197.200","TCP","74","9605  >  443 [ACK] Seq=1 Ack=367472 Win=49 Len=0 SLE=371852 SRE=377692 SLE=368932 SRE=370392"
"1392","18.240243","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1393","18.269162","204.79.197.200","10.0.18.164","TCP","1514","[TCP Retransmission] 443  >  9605 [ACK] Seq=367472 Ack=1 Win=16385 Len=1460"
"1394","18.269233","10.0.18.164","204.79.197.200","TCP","66","9605  >  443 [ACK] Seq=1 Ack=370392 Win=38 Len=0 SLE=371852 SRE=377692"
"1395","18.300178","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1396","18.309914","10.0.18.7","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"1397","18.309914","10.0.18.7","239.255.255.250","SSDP","385","NOTIFY * HTTP/1.1 "
"1398","18.309914","10.0.18.7","239.255.255.250","SSDP","389","NOTIFY * HTTP/1.1 "
"1399","18.309914","10.0.18.7","239.255.255.250","SSDP","393","NOTIFY * HTTP/1.1 "
"1400","18.320186","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1401","18.326676","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1402","18.351896","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1403","18.352884","204.79.197.200","10.0.18.164","TCP","1514","[TCP Retransmission] 443  >  9605 [PSH, ACK] Seq=370392 Ack=1 Win=16385 Len=1460"
"1404","18.352921","10.0.18.164","204.79.197.200","TCP","54","9605  >  443 [ACK] Seq=1 Ack=377692 Win=9 Len=0"
"1405","18.384370","204.79.197.200","10.0.18.164","SSL","1514","Continuation Data"
"1406","18.384451","10.0.18.164","204.79.197.200","TCP","54","9605  >  443 [ACK] Seq=1 Ack=379152 Win=4 Len=0"
"1407","18.415455","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1408","18.430026","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1409","18.442209","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1410","18.466262","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1411","18.468102","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1412","18.469152","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1413","18.481887","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1414","18.495806","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1415","18.520159","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1416","18.522340","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1417","18.540423","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1418","18.548716","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1419","18.560486","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1420","18.576620","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1421","18.592004","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1422","18.601733","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1423","18.628491","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1424","18.628773","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1425","18.654993","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1426","18.666765","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1427","18.678403","10.0.18.74","10.0.18.255","NBNS","92","Name query NB WPAD<00>"
"1428","18.681634","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1429","18.681959","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1430","18.708043","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1431","18.720105","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1432","18.734807","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1433","18.760368","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1434","18.760728","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1435","18.780214","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1436","18.787154","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1437","18.788604","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1438","18.800489","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1439","18.814981","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1440","18.840521","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1441","18.841224","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1442","18.860243","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1443","18.867788","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1444","18.880292","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1445","18.894418","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1446","18.920437","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1447","18.920737","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1448","18.940379","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1449","18.947515","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1450","18.960633","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1451","18.974009","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1452","19.000263","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1453","19.000383","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1454","19.000425","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1455","19.020147","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1456","19.027360","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1457","19.040251","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1458","19.053488","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1459","19.079765","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1460","19.080109","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1461","19.108989","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1462","19.120053","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1463","19.133299","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1464","19.159334","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1465","19.159724","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1466","19.185837","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1467","19.200728","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1468","19.212256","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1469","19.238786","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1470","19.239126","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1471","19.265528","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1472","19.280252","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1473","19.280642","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1474","19.293026","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1475","19.318321","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1476","19.318826","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1477","19.344577","10.0.18.164","74.125.12.169","UDP","832","65459  >  443 Len=790"
"1478","19.344705","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1479","19.360268","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1480","19.371113","74.125.12.169","10.0.18.164","UDP","205","443  >  65459 Len=163"
"1481","19.374771","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1482","19.375730","74.125.12.169","10.0.18.164","UDP","70","443  >  65459 Len=28"
"1483","19.375905","10.0.18.164","173.194.51.104","TCP","55","9628  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"1484","19.376218","10.0.18.164","74.125.200.94","QUIC","1292","Initial, DCID=8ef59d08266a2acd, PKN: 1, PING, PADDING, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO"
"1485","19.376517","10.0.18.164","74.125.200.94","QUIC","120","0-RTT, DCID=8ef59d08266a2acd"
"1486","19.377411","74.125.12.169","10.0.18.164","UDP","163","443  >  65459 Len=121"
"1487","19.377587","10.0.18.164","74.125.12.169","UDP","78","65459  >  443 Len=36"
"1488","19.380122","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1489","19.391970","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1490","19.394608","10.0.18.164","142.251.10.190","UDP","716","54349  >  443 Len=674"
"1491","19.395022","10.0.18.74","10.0.18.255","NBNS","92","Name query NB WPAD<00>"
"1492","19.407337","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1493","19.420690","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1494","19.432943","173.194.51.104","10.0.18.164","TCP","66","443  >  9628 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1495","19.434109","74.125.200.94","10.0.18.164","QUIC","1292","Protected Payload (KP0)"
"1496","19.434617","10.0.18.164","74.125.200.94","QUIC","120","Handshake, DCID=8ef59d08266a2acd"
"1497","19.434972","10.0.18.164","74.125.200.94","QUIC","950","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1498","19.435142","10.0.18.164","74.125.200.94","QUIC","624","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1499","19.460690","74.125.200.94","10.0.18.164","QUIC","664","Protected Payload (KP0)"
"1500","19.474272","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1501","19.474826","142.251.10.190","10.0.18.164","UDP","71","443  >  54349 Len=29"
"1502","19.476556","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1503","19.482771","10.0.18.164","142.251.10.190","UDP","75","54349  >  443 Len=33"
"1504","19.500408","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1505","19.500867","10.0.18.164","74.125.200.94","QUIC","76","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1506","19.502529","142.251.10.190","10.0.18.164","UDP","117","443  >  54349 Len=75"
"1507","19.502709","10.0.18.164","142.251.10.190","UDP","79","54349  >  443 Len=37"
"1508","19.504481","142.251.10.190","10.0.18.164","UDP","67","443  >  54349 Len=25"
"1509","19.505488","74.125.200.94","10.0.18.164","QUIC","68","Protected Payload (KP0)"
"1510","19.506788","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1511","19.520238","10.0.18.164","142.251.10.190","UDP","75","54349  >  443 Len=33"
"1512","19.520677","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1513","19.533414","74.125.200.94","10.0.18.164","QUIC","134","Protected Payload (KP0)"
"1514","19.535635","74.125.200.94","10.0.18.164","QUIC","71","Protected Payload (KP0)"
"1515","19.535991","10.0.18.164","74.125.200.94","QUIC","75","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1516","19.537044","74.125.200.94","10.0.18.164","QUIC","67","Protected Payload (KP0)"
"1517","19.538211","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1518","19.538388","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1519","19.564907","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1520","19.565358","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1521","19.580267","10.0.18.164","74.125.102.23","TCP","55","9644  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"1522","19.590918","142.251.10.190","10.0.18.164","UDP","67","443  >  54349 Len=25"
"1523","19.592542","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1524","19.592858","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1525","19.622612","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1526","19.622766","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1527","19.647753","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1528","19.660321","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1529","19.672330","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1530","19.680507","10.0.18.164","74.125.12.169","UDP","78","65459  >  443 Len=36"
"1531","19.697864","74.125.200.94","10.0.18.164","QUIC","67","Protected Payload (KP0)"
"1532","19.698262","10.0.18.164","74.125.200.94","QUIC","75","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1533","19.698660","74.125.102.23","10.0.18.164","TCP","66","443  >  9644 [ACK] Seq=1 Ack=2 Win=283 Len=0 SLE=1 SRE=2"
"1534","19.700064","10.0.18.164","74.125.102.23","TCP","55","9643  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1 [TCP segment of a reassembled PDU]"
"1535","19.703107","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1536","19.720628","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1537","19.726615","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1538","19.740136","10.0.18.164","74.125.200.154","TCP","55","9632  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"1539","19.740246","10.0.18.164","74.125.12.169","UDP","77","65459  >  443 Len=35"
"1540","19.740406","10.0.18.164","74.125.200.94","QUIC","75","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1541","19.753047","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1542","19.755979","10.0.18.164","142.251.10.190","UDP","1285","54349  >  443 Len=1243"
"1543","19.756166","10.0.18.164","142.251.10.190","UDP","863","54349  >  443 Len=821"
"1544","19.779578","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1545","19.779904","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1546","19.805804","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1547","19.811628","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1548","19.820356","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1549","19.833747","74.125.200.94","10.0.18.164","QUIC","1028","Protected Payload (KP0)"
"1550","19.834206","10.0.18.164","74.125.200.94","QUIC","80","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1551","19.854270","74.125.102.23","10.0.18.164","TCP","66","443  >  9643 [ACK] Seq=1 Ack=2 Win=305 Len=0 SLE=1 SRE=2"
"1552","19.855443","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1553","19.880343","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1554","19.882136","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1555","19.900624","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1556","19.908357","74.125.200.154","10.0.18.164","TCP","66","443  >  9632 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1557","19.909089","142.251.10.190","10.0.18.164","UDP","71","443  >  54349 Len=29"
"1558","19.910643","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1559","19.920159","10.0.18.164","142.251.10.190","UDP","75","54349  >  443 Len=33"
"1560","19.920536","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1561","19.937211","142.251.10.190","10.0.18.164","UDP","67","443  >  54349 Len=25"
"1562","19.938144","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1563","19.960255","10.0.18.164","74.125.200.94","QUIC","75","Protected Payload (KP0), DCID=8ef59d08266a2acd"
"1564","19.960662","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1565","19.964617","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1566","19.980993","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1567","19.991256","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1568","20.000349","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1569","20.018065","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1570","20.018658","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1571","20.044017","74.125.200.94","10.0.18.164","QUIC","67","Protected Payload (KP0)"
"1572","20.045140","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1573","20.060294","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1574","20.073346","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1575","20.098262","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1576","20.098463","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1577","20.125269","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1578","20.140737","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1579","20.141188","10.0.18.164","142.251.10.190","UDP","75","54349  >  443 Len=33"
"1580","20.151152","74.125.200.94","10.0.18.164","QUIC","67","Protected Payload (KP0)"
"1581","20.152628","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1582","20.178769","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1583","20.179062","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1584","20.205308","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1585","20.220579","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1586","20.231534","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1587","20.235897","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1588","20.259326","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1589","20.259745","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1590","20.285630","142.251.10.190","10.0.18.164","UDP","474","443  >  54349 Len=432"
"1591","20.286095","10.0.18.164","142.251.10.190","UDP","81","54349  >  443 Len=39"
"1592","20.295211","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1593","20.320195","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1594","20.321734","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1595","20.340551","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1596","20.348775","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1597","20.360228","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1598","20.374800","142.251.10.190","10.0.18.164","UDP","67","443  >  54349 Len=25"
"1599","20.376117","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1600","20.400431","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1601","20.402154","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1602","20.420058","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1603","20.428927","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1604","20.440355","10.0.18.164","74.125.12.169","UDP","76","65459  >  443 Len=34"
"1605","20.455237","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1606","20.480096","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1607","20.481315","142.251.10.190","10.0.18.164","UDP","71","443  >  54349 Len=29"
"1608","20.482774","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1609","20.495356","10.0.18.164","142.251.10.190","UDP","75","54349  >  443 Len=33"
"1610","20.495721","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1611","20.509476","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1612","20.529867","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1613","20.535879","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1614","20.550338","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1615","20.562392","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1616","20.584586","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1617","20.589015","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1618","20.600298","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1619","20.615199","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1620","20.616283","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1621","20.640353","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1622","20.644863","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1623","20.660079","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1624","20.669714","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1625","20.680526","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1626","20.696286","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1627","20.720771","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1628","20.726249","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1629","20.740777","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1630","20.749247","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1631","20.759907","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1632","20.775686","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1633","20.800411","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1634","20.801788","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1635","20.819883","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1636","20.820279","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1637","20.828713","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1638","20.840128","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1639","20.856379","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1640","20.880143","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1641","20.881272","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1642","20.900218","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1643","20.908607","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1644","20.920447","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1645","20.934606","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1646","20.960431","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1647","20.961286","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1648","20.980774","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1649","20.987108","74.125.12.169","10.0.18.164","UDP","67","443  >  65459 Len=25"
"1650","20.988261","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1651","20.996551","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1652","21.014901","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1653","21.030341","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1654","21.041436","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1655","21.050448","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1656","21.067628","173.194.51.104","10.0.18.164","TCP","60","443  >  9629 [FIN, ACK] Seq=1 Ack=1 Win=261 Len=0"
"1657","21.067698","10.0.18.164","173.194.51.104","TCP","54","9629  >  443 [ACK] Seq=1 Ack=2 Win=513 Len=0"
"1658","21.068263","173.194.51.104","10.0.18.164","TCP","60","443  >  9628 [FIN, ACK] Seq=1 Ack=2 Win=261 Len=0"
"1659","21.068302","10.0.18.164","173.194.51.104","TCP","54","9628  >  443 [ACK] Seq=2 Ack=2 Win=513 Len=0"
"1660","21.069419","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1661","21.085137","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1662","21.097291","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1663","21.120517","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1664","21.122604","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1665","21.140331","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1666","21.149096","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1667","21.160240","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
"1668","21.175776","74.125.12.169","10.0.18.164","UDP","1292","443  >  65459 Len=1250"
"1669","21.200516","10.0.18.164","74.125.12.169","UDP","75","65459  >  443 Len=33"
